filename	article	dokujo-tsushin	it-life-hack	kaden-channel	livedoor-homme	movie-enter	peachy	smax	sports-watch	topic-news
smax-6507397.txt	アプリが豊富すぎて迷っちゃう！ App Storeにはゲーム、ビジネス、旅行など数えきれないほどのアプリケーションがありますよね。 あのアプリも、このアプリも気になってどんどんダウンロードすると、iPhoneの画面がアイコンだらけになってしまいますよね…。 今回紹介する「200+ in 1 : AppBundle!」は1つのアプリですが、アプリを起動してみると「Utilities」、「Games」、「Camera」、「Entertainment」のカテゴリ分けされたアプリがと〜ってもたくさん収録されているんです！ ちょっとした暇つぶしゲームからあると便利なアプリ、カメラなどがギュッと詰まっているのでなんだかお得感がありますよ♪ では、早速紹介していきたいと思います！「Utilities」、「Games」、「Camera」、「Entertainment」の4つのカテゴリに分かれた豊富なアプリの中から用途に応じて必要なアプリを起動することができます。 TOP画面は時計、日付、バッテリー残量が表示され、中段上のアプリアイコンは使用したアプリ履歴が表示され、画面中央「Tap Here To Add Your Favorites」部分をタップしてお気に入りのアプリをこの位置に登録することができるので頻繁に使うアプリを配置することができます。 画面下にはFacebook、Twitter、SHARE（Facebook、Twitter、メール、SMS）での共有、SUPPORT（英語表記になってますが…）、MORE（他のアプリ紹介）の項目があります。 SUPPORTではFAQも記載してありますが、全て英語になっているのでご注意ください…。 アプリ起動時画面で「ENTER」をタップするとアプリ一覧が表示されます。 「Utilities」にはAlarm Clock、Video Safe、Tip Calculator、Massager、Voice Boxなどなど125種類のアプリが収録されています。 Utilities一覧　1〜3画面 Utilities一覧　4〜6画面 Utilities一覧　7〜9画面 「Games」にはHungry Animals、Bubble Crusherなど15種類 「Camera」にはNight Vision、Protractor With Cameraなど18種類が収録されています。 Game一覧（左）、Camera一覧（中央・右） 「Entertainment」には、Fake Miss Call、Finger Scanner Security - Fun、Air Hornなど42種類が収録されています。 Entertainment一覧 アプリ一覧の表示方法は4種類あり、画面の上部にある目のようなアイコンをタップして変更できます。 アイコンとアプリ名を表示するもの、カテゴリ別に表示するものとあるので探しやすい表示方法を選ぶことができるようになっています。 設定は画面の歯車アイコンからでき、アプリ名の表示ON／OFFや効果音のON／OFFなどの設定、背景は6種類から選べるようになっています。 アプリの数が多すぎて全てを紹介するのが難しいですが…。 ボイスチェンジャーは声を録音して6種類あるアイコンをタップすると声が変わっておもしろいですよ！ 他にもちょっと暇つぶし的なゲームもあるので楽しく遊ぶこともできますよ。 ボイスチェンジャー（左）、パスコードロック（右） 1つのアプリにとってもたくさんのアプリが収録されているのでなんか得した気分になれちゃいます♪ 記事執筆：にゃんこ アプリ名：200+ in 1 : AppBundle! 価格：85円 カテゴリ：ユーティリティ 開発者：RV AppStudios LLC バージョン：4.2 条件：iPhone、iPod touch および iPad 互換iOS 3.0 以降が必要 iTunes Store：http://itunes.apple.com/jp/app/id340181305?mt=8 ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter	0	0	0	0	0	0	1	0	0
smax-6507563.txt	花椿アプリがAndroidに登場！ みなさま、「花椿」はご存知ですか？ 資生堂の出している、ファッショナブルなビジュアルとインタビューやビューティエッセイなどで構成された、資生堂の美意識に触れる企業文化誌です。 百貨店の資生堂コスメカウンターや書店（現在は書店での取り扱いは終了したようです）で、数百円で購入できるのでちょくちょく購入していましたが、資生堂の創業140周年と、創刊75年を機にリニューアルし、ついにスマフォアプリとなって無料で見られるようになりました。 そんな花椿のAndroid向けアプリ「花椿 for Android」が登場しました！ さっそくアプリの紹介をしていきたいと思います。 「花椿 for Android」を立ち上げると、シンプルなインデックス画面が表示されます。 まずは［本誌閲覧］を開いてみます。 表紙が表示されます。画面をスワイプすればページ送りをする事ができます。画面の下部にはサムネイル画像が出てきますので、好きなページに飛ぶ事もできるようになっています。 もちろん拡大表示も対応しているので、文字もちゃんと読めます。画面下部のホームアイコンをタップすればインデックスページに戻りますよ。 ［スペシャル］コンテンツでは、本誌にはない動画やアニメーションを閲覧する事ができます。 メイキングやインタビュー映像は普段見られませんので、非常に嬉しいですね。 また［掲載商品］では「花椿」で使用した化粧品を確認できるようになっています。 アプリ版「花椿」も毎月更新されるとの事ですので楽しみに待ちたいと思います。 記事執筆：Hisumi アプリ名：花椿 for Android 価格：無料 カテゴリ：アプリ ＞ ニュース＆雑誌 開発者：SHISEIDO バージョン：3 ANDROID 要件：2.2 以上 Google Play Store：http://play.google.com/store/apps/details?id=com.facebook.nao.izumori.hanatsubakiroid ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter	0	0	0	0	0	0	1	0	0
smax-6507564.txt	ゼロから始めるスマートフォン Samsungは26日（現地時間）、スマートフォン・タブレット向けの新プロセッサ「Exynos 4 Quad」を発表しました。 同時に、5月3日（木）にロンドンで発表する新型Galaxy（Galaxy S3）に初搭載することも明らかにしました。 Exynos 4 Quadは、ARM Cortex-A9ベースの4コアプロセッサで、1.4GHzで動作します。業界で初めて32nm、HKMG（High-k Metal Gate）プロセスで製造され、サイズの小型化と省電力性が高められているほか、各コアごとにON/OFFの制御が可能であり、結果既存の45nmプロセスのデュアルコアプロセッサと比較して消費電力が20%低減しているそうです。逆に処理能力は2倍に向上しているとのこと。 また、デジカメレベルの性能を持つ独自のISP（イメージシグナルプロセッサ）の内蔵や、1080pフルHD動画の録画・再生、HDMI1.4出力などをサポートします。 Galaxy S3には当初よりクアッドコアCPUが搭載されると伝えられてきましたが、一方ではデュアルコアCPUが搭載されるのではないかという噂も広まっており、情報が錯綜している状態でした。今回の発表により、Galaxy S3にクアッドコアCPUが搭載されることが確定したことになります。 記事執筆：ゼロから始めるスマートフォン ■ゼロから始めるスマートフォン ■サムスン、クアッドコアプロセッサ「Exynos 4 Quad」を発表、Galaxy S3に搭載することも明らかに | ゼロから始めるスマートフォン ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・Samsung Exynos	0	0	0	0	0	0	1	0	0
smax-6509286.txt	神秘的なカードで占いを タロット占いとは、それぞれに意味の有る神秘的なカードを用いて、絵柄により結果を読み取る占いです。 今回紹介するAndroid向けアプリ「タロットby Hangame」は登録なしで気軽にタロット占いを楽しめます。 さっそく紹介していきたいと思います。 まずはアプリをたちあげてみましょう。 占いをする場合は［占う］を選びます。 すぐに占う場合は［占ってみる］、そもそもアルカナって何？という場合は［アルカナって？］をタップしましょう。 占いのジャンルを決めます。 今日の仕事の調子はどうかな・・と思ったら、仕事をタップ！ あの子との関係は進展するかな・・と気になったら、もちろん恋愛をタップしてくださいね。 心の準備をして、タップ！ カードが流れる様に回転するので、心を落ち着けて直感でカードを止めてくださいね。 カードをめくるのも心の準備をしてから… 結果もしっかりと解説が付いていますので、その日の参考にしたいですね。 また、メニューページの［カード］からは、カードの一覧が見られます。 それぞれのカードをタップすれば意味を確認できますよ。 タロットの面白い所は、正位置と逆位置で意味が全く違うところですよね。 画面をタップする回数が多い気がしますが、気軽に使える占いアプリです。 ぜひ毎日の参考にしてみてくださいね。 記事執筆：Hisumi アプリ名：タロットby Hangame 価格：無料 カテゴリ：ゲーム ＞ カード＆カジノ 開発者：NHN Japan バージョン：1.0.1 ANDROID 要件：2.1 以上 Google Play Store：http://play.google.com/store/apps/details?id=jp.co.hangame.s_tarot ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter	0	0	0	0	0	0	1	0	0
smax-6511548.txt	ゼロから始めるスマートフォン 富士通研究所は26日、既存の携帯電話やスマートフォンなどのカメラ付き端末で3D映像を撮影できる技術を開発したと発表しています。 小型で安価なアタッチメントを既存の携帯電話やスマートフォンのカメラの前に取り付け、撮影した映像をクラウドで3D映像へ変換処理することで3D映像の撮影を可能にする技術です。 アタッチメントさえ入手すれば、3D非対応の機器にて3D映像の撮影が可能となります。 本技術の詳細は、2012年6月4日（月）から米国・ハリスバーグで開催される国際会議「IEEE ISCE (International Symposium on Consumer Electronics)」にて発表される予定です。 記事執筆：ゼロから始めるスマートフォン ■ゼロから始めるスマートフォン ■富士通研究所、普通のスマホやケータイで3D撮影を可能にする技術を開発 | ゼロから始めるスマートフォン ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・既存の携帯電話やスマートフォンで簡単に3D映像撮影を可能にする技術を開発 : 富士通	0	0	0	0	0	0	1	0	0
smax-6511908.txt	ARROWS X F-05Dにソフトウェア更新！ NTTドコモは26日、LTE規格の次世代高速データ通信サービス「Xi（クロッシィ）」や4.3インチHD液晶、デュアルコアCPU、防水、おサイフケータイ、ワンセグ、赤外線などの“全部入り”とも言える機能を搭載し、Android 2.3（開発コード名：Gingerbread）を採用したスマートフォン「ARROWS X LTE F-05D」（富士通製）においてプリインストールされているアプリケーションが定期的に通信する際に正常に動作しない不具合があるとしてネットワーク経由による本体ファームウェアのアップデートサービス「ソフトウェア更新」を提供開始したことをお知らせしています。 今回修正され不具合は、以下の1点のみとなっています。更新期間は、2015年4月30日まで。更新時間は、約6分で、ARROWS X LTE F-05Dとしてのソフトウェア更新は、これが3回目となります。 ※下記以外にも、より快適にご利用いただくための更新や一部仕様および表示変更などが含まれています。 改善される事象 ・プリインストールされているアプリケーションが定期的に通信する際、正常に動作しない場合がある。 更新は、自動更新に対応しており、新しいソフトウェアを自動でダウンロードし、あらかじめ設定した時間（デフォルトは午前2時〜午前4時）に書換えが行われます。また、ホーム画面にて「メニューボタン」⇒「設定」⇒「端末情報」⇒「ソフトウェア更新」を選択し、画面の案内に従って操作を行うことで、即時更新も可能となっています。詳しい操作手順は、「ソフトウェア更新 簡易操作手順（ARROWS X LTE F-05D）（PDF形式：135KB）」を参照して下さい。 ソフトウェア更新を行う際には、以下の注意点がありますので、ご注意ください。 ・ソフトウェア更新はお客様の責任において実施してください。 ・ソフトウェア更新は手順をよくお読みいただき実施してください。 ・ソフトウェア更新はデータを残したまま行うことができますが、万が一に備え、大切なデータは必ずバックアップを行ってから、実施してください。バックアップの方法の詳細については取扱説明書をご参照ください。 ・一旦ソフトウェア更新を実施すると、前のバージョンへ戻すことはできませんのでご了承ください。 ・ソフトウェア更新を実施すると、お客様ご自身でインストールされたアプリケーションが使用できなくなる場合があります。 ・本体のメモリ空き容量が不足（5MB以下）している場合にはソフトウェア更新ができません。不要なアプリケーションを削除して空き容量を増やした後、実施してください。 ・ソフトウェア更新中は電池パックを外さないでください。更新に失敗することがあります。 ・ソフトウェア更新を行う際は、電池をフル充電しておいてください。 ・次の場合はソフトウェアを更新できません。 　　・通話中・圏外にいるとき 　　・国際ローミング中 　　・機内モード中 　　・Wi-Fiネットワークとの接続中 　　・OSバージョンアップ中 　　・日付・時刻を正しく設定していないとき 　　・ソフトウェア更新に必要な電池残量がないとき 　　・ソフトウェア更新に必要な空き容量が十分でないとき ・ソフトウェア更新（ダウンロード、書換え）には時間がかかることがあります。 ・ソフトウェア更新中は、電話の発信を利用することはできません（ダウンロード中は音声着信が可能です。ただし音声着信時はダウンロード中断されます）。 ・ソフトウェアの更新の際には、サーバー（当社のサイト）へSSL／TLS通信を行います。 ・ソフトウェア更新は、電波が強く、アンテナマークが4本表示されている状態で、移動せずに実行することをおすすめします。 ・ソフトウェアダウンロード中に電波状態が悪くなり、ダウンロードが中止された場合は、再度電波状態のよい場所でソフトウェア更新を行ってください。 ・すでにソフトウェア更新済みの場合は、ソフトウェア更新のチェックを行った際に「更新の必要はありません。このままお使いください。」と表示されます。 ・国際ローミング中、もしくは、圏外にいるときには、［ローミング中もしくは圏外時は更新ができません。］と表示されます。 ・ソフトウェア更新に必要な電池残量がないときには、［充電不足のため更新できません。フル充電をしてから再度更新を実行してください。］と表示されます。 ・ソフトウェア更新中に送信されてきたSMSは、SMSセンターに保管されます。 ・ソフトウェアダウンロード中はSMSの受信は可能ですが、メールアプリを起動するとダウンロードは中断されます。 ・ソフトウェア更新の際、お客様のFOMA端末固有の情報（機種や製造番号など）が、自動的にサーバー（当社が管理するソフトウェア更新用サーバー）に送信されます。当社は送信された情報を、ソフトウェア更新以外の目的には利用いたしません。 ・ソフトウェア更新に失敗した場合、「書換え失敗しました」と表示され、一切の操作ができなくなる可能性があります。その場合には、大変お手数ですがドコモ指定の故障取扱窓口までお越しいただけますようお願いいたします。 ・PINコードが設定されているときは、書き換え処理後の再起動の途中にて、PINコードを入力する画面が表示され、PINコードを入力する必要があります。 ・ソフトウェア更新中は、他のアプリケーションを起動しないでください。 記事執筆：memn0ck ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・ARROWS X LTE F-05Dの製品アップデート情報 | お客様サポート | NTTドコモ	0	0	0	0	0	0	1	0	0
smax-6511964.txt	ゼロから始めるスマートフォン NTTドコモの提供する「@docomo.ne.jp」ドメインのメールが利用できるメールアプリ「spモードメール」にセキュリティ上の脆弱性があることが発覚しました。 独立行政法人情報処理推進機構（IPA）およびJPCERTコーディネーションセンター（JPCERT/CC）が26日、脆弱性情報データベース「Japan Vulnerability Notes（JVN）」にて明らかにしました。 公開された資料によれば、spモードメールアプリにはSSL サーバ証明書の検証不備の脆弱性が存在し、ユーザに気付かれずに、遠隔の第三者によって通信内容を傍受される可能性があるということです。 影響を受けるのは「spモードメールアプリ バージョン5400 およびそれ以前」であり、最新版へアップデートすることにより危険性を回避できるとのこと。現在、アプリ配信サービス「Google Play Store」にてバージョン5550が配信されています。 記事執筆：ゼロから始めるスマートフォン ■ゼロから始めるスマートフォン ■ドコモのspモードメールアプリに通信内容を傍受される脆弱性、最新版へのバージョンアップを推奨 | ゼロから始めるスマートフォン ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・JVN#82029095: spモードメールアプリにおける SSL サーバ証明書の検証不備の脆弱性 ・Japan Vulnerability Notes	0	0	0	0	0	0	1	0	0
smax-6512045.txt	MOTOROLA RAZR IS12Mにソフトウェア更新！ KDDIおよび沖縄セルラーは26日、モバイルWiMAXに対応したAndroid 2.3（開発コード名：Froyo）搭載スマートフォン「MOTOROLA PHOTON ISW11M」（モトローラ・モビリティ製）においてSMS（Cメール）の絵文字に対応するなどでネットワーク経由で本体ファームウェア更新サービス「ソフトウェアアップデート」を提供開始したことをお知らせしています。 今回のアップデートで追加される機能および修正される不具合は以下の3点です。アップデートにかかる時間は約25分、アップデートファイルサイズは約112MBとなっています。ただし、アップデートファイルサイズは1回目（2011年12月13日公開）のアップデート実施済の場合は約41MB、2回目（2012年2月22日公開）のアップデート実施済の場合は約34MBになるとのこと。 1. SMS (Cメール) の絵文字に対応。 2. 同一フォルダ内でデータの「移動」を行うとデータが消去してしまう場合がある事象の改善。 3. 法人向け機能として「3LM」「CPA」不具合の修正。 　　KDDI　3LM　Securityについて 　　CPAについて アップデートは、本体のみで無線LAN（Wi-Fi）経由、モバイルWiMAX経由、3G経由で行う方法が用意されており、いづれの方法でもmicroSD/microSDHCカードを装着して更新を行うようになっています。アップデートの手順詳細については、「ソフトウェアアップデートガイド (149KB) [PDF]」を参照してください。 なお、アップデートを実施いただく上での注意点は、以下のようになっています。注意してアップデートを行なっていください。 ・アップデートは、お客さまの責任において行っていただく事となります。 ・アップデートを行うと元のバージョンに戻すことはできなくなります。 ・3G及びWiMAX通信を利用してソフトウェア更新を実施する場合は通信料が発生します。その際にはパケット通信料が高額になるため「ISNET」および「ISフラット」等のパケット通信料割引サービスへのご加入を確認の上実施してください。 ・十分に充電してから更新してください。電池残量が少ない場合や、更新途中で電池残量が不足するとソフトウェア更新に失敗します。 ・電波状況をご確認ください。電波の受信状態が悪い場所では、ソフトウェア更新に失敗することがあります。 ・ソフトウェアを更新してもISW11Mに登録された各種データ (連絡先、メール、フォト、楽曲データなど) や設定情報は変更されません。 ・ただし、お客さまの携帯電話の状態 (故障・破損・水漏れなど) によってはデータの保護ができない場合もございますので、あらかじめご了承願います。 ・また、更新前にデータのバックアップをされることをおすすめします。バックアップの手順については設定ガイドをご覧ください。 　　MOTOROLA PHOTON ISW11M設定ガイド (11.4MB) [PDF] ・ソフトウェア更新に失敗したときや中止されたときは、ソフトウェア更新を実行し直してください。 ・ソフトウェア更新後に初めて起動したときは、データ更新処理のため、数分から数十分間、動作が遅くなる場合があります。 ・所要時間は本端末内のデータ量により異なります。通常の動作速度に戻るまでは電源を切らないでください。 ・海外でローミングサービスをご利用の際は、モバイルネットワーク (海外CDMA/海外GSM接続) のソフトウェアの更新の検索やダウンロードはできません。 ・ソフトウェア更新中に電池パックを取り外さないでください。電池パックを取り外すと、ソフトウェア更新に失敗することがあります。 ・ソフトウェアの更新中は、移動しないでください。 ・ソフトウェアの更新中は操作できません。110番 (警察)、119番 (消防機関)、118番 (海上保安部)へ電話をかけることもできません。 ・また、アラームなども動作しません。 記事執筆：memn0ck ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・MOTOROLA PHOTON(TM) ISW11M | スマートフォンなどアップデート | au	0	0	0	0	0	0	1	0	0
smax-6512115.txt	REGZA Phoneにソフトウェア更新！ KDDIおよび沖縄セルラーは26日、au向けスマートフォン「REGZA Phone IS04」および「REGZA Phone IS11T」（ともに富士通東芝モバイルコミュニケーションズ製）に不具合が見つかったとしてオンライン経由による本体ファームウェアの更新サービス「ケータイアップデート」を提供開始したことをお知らせしています。 両機種において今回更新される内容は以下の1点のみです。更新にかかる時間は、REGZA Phone IS04で最大190分（Wi-Fiを利用する場合で約40分、パソコンを利用する場合で約20分）、REGZA Phone IS11Tで最大30分。 ケータイアップデートにて以下の事象が改善されます。 ・災害・避難情報がご利用可能となります。 　※ 災害・避難情報をご利用いただくには、ケータイアップデート後にau Marketから 　　「au災害対策」アプリをダウンロードいただく必要がございます。 　　詳細については下記をご参照下さい。 　　　・災害・避難情報について 更新は、REGZA Phone IS11T本体のみで、3G回線を利用して行う方法が用意されています。更新の方法は「REGZA Phone IS04ケータイアップデート操作手順 (5014.1907.15または5014.1907.24の場合) (1.1MB) [PDF]」「REGZA Phone IS04ケータイアップデート操作手順 (5014.1907.33または5014.1907.39の場合) (1.1MB) [PDF]」もしくは「ケータイアップデート操作手順書 (REGZA Phone IS11T) (414KB) [PDF]」を参照してください。アップデートにかかる情報料や通信料は、無料ですが、アップデートをする前後に他のアプリが同期などをして通信した場合は、通信料がかかるので注意しましょう。 以下、更新に際しての注意点です。持っている人は、更新しておきましょう！ ※ ケータイアップデートにて更新されるソフトウェアには、上記の事象以外に、より快適にau携帯電話をご利用いただくための改善内容が含まれております。 ※ ケータイアップデートの詳細につきましては、取扱説明書をご参照いただきますようお願い申し上げます。 ※ ケータイアップデートはWi-Fi通信では実施することができません。モバイルネットワーク設定をチェックの上操作をお願いします。 ※ ケータイアップデートにかかる情報料、通信料は無料です。 ※ ケータイアップデートの所要時間は電波状況等により若干所要時間が長くなる場合がございます。 ※ ケータイアップデート中は、au携帯電話の操作および電話の発信・着信ができません。 ※ ケータイアップデート機能には、更新日時の指定が可能な予約機能を具備しております。au携帯電話をご利用にならない夜間など、お客様のご都合に合わせて更新いただくことも可能となっておりますので、予約機能を是非ご活用ください。 ※ お客様のau携帯電話がソフトウェア更新済みか否かは、au携帯電話を操作いただくことにより、判別することが可能です。 ※ 設備の定期メンテナンスのため毎月第2火曜日AM2:00〜AM7:00までの間はケータイアップデートをご利用いただけません。ご理解・ご協力を賜りますようよろしくお願い申し上げます。 ※ お客さまのIS04がソフトウェア更新済みか否かは、REGZA Phone IS04を操作いただくことにより、判別することが可能です。 記事執筆：memn0ck ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・ケータイアップデートのお知らせ | ケータイアップデート | au ・ケータイアップデートのお知らせ | ケータイアップデート | au	0	0	0	0	0	0	1	0	0
smax-6512217.txt	ゼロから始めるスマートフォン MVPenテクノロジーズが1万円台で購入できるAndroid4.0搭載タブレット3製品を発表し、すでに一部販売が開始されています。 ラインアップは、7インチの「nextbook PREMIUM7」、8インチの「nextbook PREMIUM8」、そして9.7インチの「nextbook PREMIUM10」。PREMIUM8は4月19日より既に販売が開始されており、PREMIUM7は5月15日、PREMIUM10は5月上旬〜中旬の発売が予定されています。 価格はPREMIUM7が16,800円、PREMIUM8が19,800円、PREMIUM10が24,800円です。現在、発売記念キャンペーンが実施されており、さらに3,000〜5,000円が値引きされます。PREMIUM7なら11,800円で購入可能。 いずれもAndroidの最新バージョンAndroid 4.0（開発コード名：IceCream Sandwich；ICS）が搭載されています。その他基本スペックは、Cortex-A8 1GHz CPU、512MB RAM、4〜8GBストレージ、前面200万画素カメラ、5,000mAhバッテリーという内容。Google PlayストアとFlashには非対応となっています。 ・E FUN 7.0インチ nextbook PREMIUM7 【送料無料】 ・E FUN 8.0インチ nextbook PREMIUM8 【送料無料】 ・E FUN 9.7インチ nextbook PREMIUM10 【送料無料】 PREMIUM7スペック 本体サイズ：約190(W)×130（L) ×11.7（D)mm 本体重量：約382g ディスプレイ：7インチTFT　WVGA（800×480）　静電式 OS：Android4.0 ICS CPU：Cortex A8 1GHz RAM：512MB DDR3 ストレージ：Nand Flash 4GB(システム領域含む) カメラ：前面200万画素 無線LAN：IEEE802.11b/g/n Bluetooth：- センサー：Gセンサー カラー：黒色 内蔵バッテリー：5,000mAh(リチウムバッテリー、WEB閲覧が約5時間使用可能) インターフェイス：MiniUSB×1/SDカード×1(16GBまで対応)/イヤホンジャック×1/HDMI×1 付属品：充電器100〜240V×1個/USBコード×1本/化粧箱×1個/ポーチ入れ152（L) その他：Google Playストア非対応、Flash非対応 PREMIUM8スペック 本体サイズ：約220(W)×152（L) ×10（D)mm 本体重量：約482g ディスプレイ：8インチTFT　SVGA（800×600）　静電式 OS：Android4.0 ICS CPU：Cortex A8 1GHz RAM：512MB DDR3 ストレージ：Nand Flash 4GB(システム領域含む) カメラ：前面200万画素 無線LAN：IEEE802.11b/g/n Bluetooth：- センサー：Gセンサー カラー：黒色 内蔵バッテリー：5,000mAh(リチウムバッテリー、WEB閲覧が約5時間使用可能) インターフェイス：MiniUSB×1/SDカード×1(16GBまで対応)/イヤホンジャック×1/HDMI×1 付属品：充電器100〜240V×1個/USBコード×1本/化粧箱×1個/ポーチ入れ152（L) その他：Google Playストア非対応、Flash非対応 PREMIUM7スペック 本体サイズ：約240(W)×187（L)×10(D) mm 本体重量：約601g ディスプレイ：9.7インチTFT　XGA（1024×768）　静電式 OS：Android4.0 ICS CPU：Cortex A8 1GHz RAM：512MB DDR3 ストレージ：Nand Flash 8GB(システム領域含む) カメラ：前面200万画素 無線LAN：IEEE802.11b/g/n Bluetooth：- センサー：Gセンサー カラー：黒色 内蔵バッテリー：5,000mAh(リチウムバッテリー、WEB閲覧が約5時間使用可能) インターフェイス：MiniUSB×1/SDカード×1(16GBまで対応)/イヤホンジャック×1/HDMI×1 付属品：充電器100〜240V×1個/USBコード×1本/化粧箱×1個/ポーチ入れ152（L) その他：Google Playストア非対応、Flash非対応 記事執筆：ゼロから始めるスマートフォン ■ゼロから始めるスマートフォン ■ ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter ・MVPenテクノロジーズ | 手書き、ペンタブレット（pentablet）ならMVペン	0	0	0	0	0	0	1	0	0
